uploader,n,same_class_rate,same_top_class_rate,mean_classifier_confidence,mean_provided_class_probability,dominant_class
Moulaythami,86,0.0,1.0,0.95199144,0.00016409045,fx-h
juhon,44,0.0,0.0,0.7830561,0.1462902,ss-u
ristodromberg,44,0.0,0.0,0.8512079,0.094340436,ss-u
naved_fardeen_khan,40,0.0,0.0,0.8714771,0.09795716,ss-u
matias1111111,39,0.0,0.0,0.80525875,0.16210802,ss-u
LauriT321,37,0.0,0.0,0.86147845,0.09539136,ss-u
Leevij,37,0.0,0.0,0.75514865,0.14541848,ss-u
oonailona,36,0.0,0.0,0.817055,0.16221556,ss-u
MichelleLMM,34,0.0,0.0,0.84445566,0.11325402,ss-u
lematt,34,0.0,1.0,0.96473503,0.00055255945,fx-ex
claravinleb,28,0.0,0.0,0.7357095,0.18791409,ss-u
drrumi,26,0.0,0.0,0.6898471,0.15099175,ss-u
Shampsuli,25,0.0,0.0,0.87490165,0.076509126,ss-u
derjuli,22,0.0,0.5,0.8971138,0.022298768,ss-n
Pate141,18,0.0,0.0,0.82836545,0.12950912,ss-u
1volcano,15,0.0,0.0,0.9811252,0.0042390507,is-p
BEZUPRECHNOST,15,0.0,0.06666666666666667,0.6956737,0.023025654,is-e
brokenmachinery,14,0.0,0.5,0.5132944,0.16789983,is-e
Department64,13,0.0,1.0,0.872785,0.0069866097,fx-m
aotustudios,11,0.0,0.2727272727272727,0.625735,0.091342494,is-e
azumarill,11,0.0,1.0,0.84329724,0.1409202,fx-o
balandino_dd,11,0.0,0.36363636363636365,0.5636677,0.053375743,fx-o
charonfaustinus,11,0.0,0.9090909090909091,0.8106277,0.0021663483,fx-m
dOPdOPdOP,10,0.0,0.0,0.99423665,0.00094384,m-sp
karolus2005,10,0.0,0.6,0.62586325,0.0072297356,fx-o
J0b1Z,9,0.0,1.0,0.65837836,0.072012,fx-n
Krona74,9,0.0,1.0,0.4664285,0.10767411,fx-el
Stoniac,9,0.0,1.0,0.94803405,0.0043768734,fx-m
WaldemarAguilar,9,0.0,0.2222222222222222,0.6632445,0.012224343,is-w
mahecic,9,0.0,1.0,0.797045,0.007559854,fx-n
mateusrameh,9,0.0,0.3333333333333333,0.53201973,0.14551978,ss-i
t3working,9,0.0,0.0,0.99029857,0.00031029296,ss-i
EdenKing_prod,8,0.0,0.0,0.6769961,0.004950253,is-p
areniporgen,8,0.0,0.5,0.70685357,0.071612366,sp-p
gfarge,8,0.0,0.125,0.6255078,0.12794428,ss-n
magnuswaker,8,0.0,0.625,0.69433016,0.11806793,fx-el
Capt.Jack,7,0.0,1.0,0.99374473,0.0009798675,fx-m
RobertRB,7,0.0,1.0,0.8314377,0.0014643541,fx-h
chelan,7,0.0,0.0,0.76330423,0.22504345,ss-n
nicklubbersen,7,0.0,0.0,0.5774292,0.05317081,ss-s
BryanSaraiva,6,0.0,1.0,0.98387337,0.00328207,fx-m
Hoody468,6,0.0,1.0,0.69085836,0.13957667,sp-s
MarioV360,6,0.0,1.0,0.81790787,0.007201756,fx-m
Paddoa,6,0.0,0.3333333333333333,0.7730152,0.04732671,ss-n
emiliano.acevedo,6,0.0,0.16666666666666666,0.76218015,0.0067773224,ss-n
ghosttropic,6,0.0,0.0,0.6821503,0.19017623,ss-n
nanonic_sounds,6,0.0,0.3333333333333333,0.5795153,0.14019997,fx-el
Airlane1979,5,0.0,0.0,0.86940557,0.09753123,sp-s
Bambitaliano,5,0.0,0.0,0.9736231,0.0005322902,ss-u
GENERALMiDiGUy,5,0.0,0.0,0.9869665,0.0025891045,is-p
MELIS12-Creator,5,0.0,1.0,0.5651469,0.17105195,fx-h
MisterJohnson69,5,0.0,0.0,0.93694055,0.018132348,ss-n
Ovkovko,5,0.0,1.0,0.44710344,0.04088577,fx-a
PeterGozz,5,0.0,1.0,0.89999866,0.0030282214,fx-m
Reprieve,5,0.0,0.4,0.6326666,0.113791585,fx-el
apintofmild,5,0.0,0.2,0.6699742,0.17561114,ss-i
dbache,5,0.0,0.4,0.62094206,0.15012717,ss-u
dbozich,5,0.0,0.0,0.79651576,0.0061247973,ss-u
deleted_user_10415296,5,0.0,0.0,0.6763505,0.09382953,m-si
hardcore scm,5,0.0,0.2,0.5823814,0.036076296,is-p
insensatussound,5,0.0,0.8,0.64865685,0.11060063,fx-el
johnnypanic,5,0.0,0.0,0.76700497,0.041511856,is-e
nic_navr08,5,0.0,0.8,0.7011755,0.1062032,fx-el
telescapes,5,0.0,1.0,0.85168743,0.0014831747,fx-el
Dorianamu27,4,0.0,0.0,0.6494166,0.02601347,fx-h
IvanMK10,4,0.0,1.0,0.5027745,0.13839369,fx-el
PaisajesSonorosUrbanos,4,0.0,1.0,0.735608,0.1609171,ss-i
SonicOddities,4,0.0,1.0,0.9266094,0.06286344,fx-o
YevgVerh,4,0.0,0.0,0.6795597,0.2522434,ss-n
jjbbllkk,4,0.0,0.0,0.8469221,0.007617573,is-e
shaunie_p,4,0.0,0.0,0.6465885,0.0034187378,ss-u
tommasobanfi,4,0.0,0.5,0.78297377,0.0985171,ss-n
zazz.sound.design,4,0.0,1.0,0.9153755,0.0043678754,fx-el
46825,3,0.0,0.0,0.95461553,0.006955531,ss-i
AandGphoto,3,0.0,1.0,0.9288394,0.003417662,fx-m
BenParamoreAudio,3,0.0,1.0,0.88397026,0.061834555,fx-o
Bikkit99,3,0.0,1.0,0.7979634,0.035042156,fx-h
Bluebey84,3,0.0,0.0,0.9199174,0.01028877,ss-n
BugginOut.wav,3,0.0,0.6666666666666666,0.60720867,0.010510944,fx-a
Canakinsound,3,0.0,0.3333333333333333,0.7905326,0.10167501,ss-n
Dcoburn115,3,0.0,1.0,0.97949004,0.0008394414,m-si
Devrath_Joshi,3,0.0,1.0,0.8470107,0.10684941,fx-h
Dustoh,3,0.0,0.0,0.68695474,0.10672641,ss-n
Edimar_Ramide,3,0.0,1.0,0.7418442,0.025948295,fx-m
Ficus_Religiosa,3,0.0,1.0,0.6911618,0.19210444,is-p
HtetMyat1997,3,0.0,1.0,0.73203635,0.046462666,fx-v
ItsByMe,3,0.0,0.3333333333333333,0.60098183,0.10091146,is-e
LisaStocktonWilson,3,0.0,0.3333333333333333,0.7164021,0.17892605,ss-n
MarkAllentheProducer,3,0.0,0.0,0.88945466,0.012576233,fx-el
Menth,3,0.0,1.0,0.89778703,0.082512,fx-o
Metrolynn,3,0.0,0.0,0.6317776,0.048906643,fx-el
Mr_Lamppost,3,0.0,0.0,0.79171443,0.07399238,ss-n
OverlookHotelRecords,3,0.0,0.0,0.46998587,0.12312565,fx-el
PodcastAC,3,0.0,0.3333333333333333,0.92545396,0.062409323,ss-n
Posromaric,3,0.0,1.0,0.5208771,0.27398708,ss-n
R2dxu,3,0.0,0.6666666666666666,0.4717705,0.07943878,fx-m
RicheyTC,3,0.0,1.0,0.8331296,0.079376854,sp-s
Simplesoundmag,3,0.0,0.0,0.77992743,0.010324211,fx-el
The_Spoony_Bard,3,0.0,0.0,0.8524394,0.02362532,sp-s
Tornado_VX,3,0.0,1.0,0.5423498,0.23922122,fx-el
VasiliVasia,3,0.0,0.3333333333333333,0.8078363,0.035225593,is-e
benfractal,3,0.0,1.0,0.40290514,0.2018155,fx-o
bigspider95,3,0.0,0.3333333333333333,0.68407845,0.1070131,fx-h
clod111,3,0.0,0.0,0.99320513,0.0007618957,sp-s
daveincamas,3,0.0,0.3333333333333333,0.29136536,0.058936954,ss-u
genghisattenborough,3,0.0,0.3333333333333333,0.42047396,0.17021878,fx-el
gulfstreamav,3,0.0,1.0,0.62516385,0.13968782,fx-h
jshtfknrndwtchu,3,0.0,0.0,0.90154505,0.0039562467,ss-s
lalochan_,3,0.0,0.0,0.7910026,0.07866427,ss-n
matiespalau,3,0.0,0.0,0.84265757,0.14545523,ss-n
mentos987,3,0.0,0.0,0.8413442,0.034028854,ss-n
nelsonworkerpoint,3,0.0,0.6666666666666666,0.68909025,0.15684666,is-w
okpato123,3,0.0,0.6666666666666666,0.66405064,0.18358302,fx-el
rabeladdie,3,0.0,1.0,0.8535743,0.11084136,fx-n
rarebones,3,0.0,0.3333333333333333,0.80670905,0.13018654,ss-u
solippsound,3,0.0,0.0,0.65979266,0.0972952,ss-n
soltys176,3,0.0,0.6666666666666666,0.7141144,0.02518519,ss-n
soundscapes129,3,0.0,0.0,0.9741359,0.0010977205,ss-n
submergent,3,0.0,1.0,0.70547205,0.052589957,fx-m
tomwilkinson,3,0.0,1.0,0.7178213,0.13205047,fx-m
v15.4n7hr0p05,3,0.0,0.3333333333333333,0.82402784,0.122692466,ss-u
ℛ𝓎𝓃𝒾𝒾-𝒞𝒽𝒶𝓃,3,0.0,0.6666666666666666,0.9073041,0.057966437,m-m
1167739,2,0.0,0.0,0.7405821,0.0013045649,ss-i
36.sylver,2,0.0,0.0,0.9891457,0.0016257239,sp-s
Anarcovision,2,0.0,0.5,0.53208137,0.09009551,ss-i
AudiotubeRania,2,0.0,0.0,0.72918344,0.18963598,fx-m
Aurelon,2,0.0,1.0,0.9875805,0.00080215454,fx-m
Bmisiewicz,2,0.0,0.0,0.71772194,0.269541,ss-n
Chaos-Kid,2,0.0,0.0,0.92243636,0.05461979,fx-o
CollageCaron,2,0.0,1.0,0.98730296,0.0005394103,m-si
Coo1bo1,2,0.0,0.0,0.6007604,0.13354185,ss-s
DaveOfDefeat2248,2,0.0,0.0,0.8796008,0.09108881,ss-n
DavidKronberg,2,0.0,0.5,0.63613796,0.17062828,ss-u
Demcker,2,0.0,0.0,0.7407458,0.10344378,is-e
DoctorMelon,2,0.0,1.0,0.53414184,0.031744994,fx-h
EduardoNajera,2,0.0,0.0,0.88782835,0.099059895,ss-n
Enithipicus,2,0.0,1.0,0.8656293,0.08131987,fx-n
EvanPezz,2,0.0,0.0,0.73892456,0.03536271,is-e
Frostnox,2,0.0,1.0,0.95237035,0.00026402686,fx-a
Guy_Personface,2,0.0,0.5,0.34502667,0.0052825585,is-w
JPNGirl99,2,0.0,0.0,0.82830125,0.024323821,ss-i
Jaeblo,2,0.0,1.0,0.69418204,0.060582962,fx-h
JamesNorrington,2,0.0,0.5,0.8191015,0.08289416,ss-u
JonathanArcher,2,0.0,0.5,0.41126072,0.10162387,is-w
Kiri_Sound1,2,0.0,1.0,0.7839934,0.0206235,fx-ex
Krivo_ok,2,0.0,0.0,0.7806558,0.09460408,is-p
KyriaT,2,0.0,0.0,0.9506037,0.0076919077,sp-s
MorbidCuriosityAudio,2,0.0,1.0,0.4047479,0.05642184,fx-h
Najwa-Ahmed,2,0.0,0.5,0.9208699,0.022876663,ss-n
Nirak-k,2,0.0,1.0,0.9763807,0.014595501,sp-s
OozerName,2,0.0,1.0,0.8118981,0.0022404955,fx-a
PedroArsky19,2,0.0,1.0,0.7266911,0.11048281,fx-m
PortableRecorder,2,0.0,0.5,0.39593935,0.06270058,fx-m
RamiroDias,2,0.0,0.5,0.77072614,0.011102682,ss-n
Ratolojanaharyaro,2,0.0,0.0,0.9207423,0.047019042,ss-n
Sanedish,2,0.0,1.0,0.7813672,0.1454636,fx-el
Sticks5611,2,0.0,0.5,0.73667455,0.18754934,fx-h
TeamEnFil,2,0.0,0.0,0.7597524,0.20825285,fx-a
TheTechTinkerer,2,0.0,1.0,0.7918769,0.19917513,fx-o
TitanKaempfer,2,0.0,0.0,0.55607444,0.02351281,fx-v
V1brant,2,0.0,0.0,0.9516394,0.032931298,ss-n
VanMoonshine,2,0.0,0.0,0.4684978,0.41734406,ss-n
Xekilor,2,0.0,0.0,0.92587554,0.06359037,ss-n
Zaccattack,2,0.0,1.0,0.66851926,0.042110123,fx-h
_MokeyMokey,2,0.0,1.0,0.53770417,0.07953046,fx-o
aileynguyen,2,0.0,1.0,0.98907685,0.0020732519,fx-h
andreia.silva,2,0.0,0.0,0.72024375,0.032259803,fx-a
angelkunev,2,0.0,0.5,0.48774874,0.3313511,fx-el
boomcheese,2,0.0,1.0,0.26958567,0.1978342,fx-ex
charlieknight07@yahoo.co.jp,2,0.0,0.5,0.9901694,0.0034035754,is-k
cognito perceptu,2,0.0,0.0,0.86662936,0.056593146,ss-i
dabbux,2,0.0,0.0,0.7449163,0.12158995,ss-n
directorspence,2,0.0,0.5,0.53084254,0.047465816,ss-u
eamonlaser2,2,0.0,0.0,0.6995554,0.27915198,ss-n
eelsake,2,0.0,0.5,0.7687023,0.007649286,fx-m
elaveck,2,0.0,0.0,0.7109047,0.044962347,fx-el
erhuskey,2,0.0,1.0,0.8350464,0.10547432,fx-h
fabiobraga,2,0.0,0.5,0.7959794,0.17583549,ss-n
fax_drummer,2,0.0,0.0,0.98242486,0.0026839012,is-p
freefxapi,2,0.0,0.0,0.86487937,0.112395905,ss-n
frodeims,2,0.0,1.0,0.982119,0.0043411055,fx-h
gingernuts73,2,0.0,0.5,0.905661,0.07625225,m-si
ihitokage,2,0.0,0.0,0.86347854,0.091450006,sp-s
jacobsteel,2,0.0,0.0,0.8915626,0.105415136,fx-a
janalvent,2,0.0,0.0,0.64878964,0.06562129,is-e
jnymlsa,2,0.0,0.0,0.7066666,0.00507652,fx-n
jonopodmore,2,0.0,0.0,0.92000484,0.019663602,is-e
junchang1105,2,0.0,0.0,0.7755019,0.17782992,ss-i
kalhan,2,0.0,0.0,0.4072957,0.20185764,ss-u
lukabailen,2,0.0,0.5,0.76119995,0.008091303,fx-m
makenoisemusic,2,0.0,0.0,0.43825203,0.042309828,is-s
marlocarlo,2,0.0,0.5,0.68574333,0.1561114,is-w
miksmusic,2,0.0,0.5,0.39560205,0.091130815,ss-i
multijoy,2,0.0,0.0,0.85820353,0.043103114,ss-u
nogara84380,2,0.0,0.0,0.91591525,0.00073827675,ss-i
obleronet,2,0.0,1.0,0.592999,0.36732438,fx-o
praffensperger,2,0.0,0.0,0.62636876,0.0069740596,is-e
rebeccagray,2,0.0,0.0,0.98643047,0.001179449,sp-s
rebootPOV,2,0.0,0.0,0.65414643,0.3059656,fx-v
ruby_the_genius,2,0.0,0.0,0.699347,0.015435737,fx-m
saintsoftware,2,0.0,1.0,0.9469912,0.0026411957,fx-m
sammerz_,2,0.0,1.0,0.84303945,0.061907027,fx-m
sapperlapje,2,0.0,1.0,0.43061695,0.23715109,fx-m
sedatedpixel,2,0.0,0.0,0.7631017,0.22616372,fx-a
siddharthgovindan,2,0.0,0.5,0.5716781,0.16130061,ss-u
tomhannen,2,0.0,0.5,0.5820629,0.15605661,fx-n
user118879245,2,0.0,0.5,0.7971737,0.08339503,fx-m
vecho_music,2,0.0,1.0,0.7716636,0.02484882,m-m
vlnoter,2,0.0,1.0,0.42302382,0.063999176,fx-m
vox_artist,2,0.0,0.5,0.59748906,0.09294716,sp-s
yuliana_yurukova,2,0.0,0.0,0.7390701,0.23853514,ss-n
-CASK-,1,0.0,1.0,0.26866683,0.17630985,fx-el
23Gary,1,0.0,0.0,0.90634954,0.048825853,ss-u
317music,1,0.0,1.0,0.5045528,0.056241434,fx-el
333Stein333,1,0.0,1.0,0.45893246,0.0403192,ss-i
55L,1,0.0,1.0,0.5971042,0.08697571,fx-h
AItF4,1,0.0,0.0,0.67370933,0.00083610724,fx-el
Aaron_Oldenburg,1,0.0,0.0,0.5354126,0.36619073,ss-n
Absolute_Lambda,1,0.0,1.0,0.8956102,0.09217516,fx-m
AdamNeverStopsGaming,1,0.0,1.0,0.72360814,0.0038941666,fx-a
Adx1111,1,0.0,0.0,0.51521313,0.006255377,ss-s
AlexMarambio,1,0.0,1.0,0.43740448,0.24386415,fx-o
AlexanderUltra123,1,0.0,0.0,0.8636195,0.00031726705,fx-h
Alicessssss,1,0.0,0.0,0.55899936,0.4081904,ss-n
Allesyt,1,0.0,0.0,0.59556687,0.015947625,is-k
AndreAndradePerez,1,0.0,0.0,0.8553464,0.1342217,ss-u
AndreaGutierrez,1,0.0,0.0,0.96761453,0.02293383,ss-n
Andycraft1,1,0.0,0.0,0.9799948,0.0005948551,ss-u
Aquarius43,1,0.0,0.0,0.97609824,6.798377e-05,ss-i
ArturockSalva,1,0.0,0.0,0.9202154,0.07212802,ss-n
Asmorae,1,0.0,1.0,0.9289416,0.023095371,fx-h
BAP78910,1,0.0,1.0,0.7927099,0.0062690424,fx-el
Belarenal,1,0.0,0.0,0.5726149,0.0011192537,fx-o
Berolzheimer,1,0.0,1.0,0.73421097,0.0018226046,fx-a
BloopsSFX,1,0.0,0.0,0.69778574,0.0015215094,fx-o
Bnick13,1,0.0,1.0,0.6773274,0.24190238,fx-h
BonBonMongoowe,1,0.0,1.0,0.7129577,0.018034052,fx-a
Br8age,1,0.0,1.0,0.9532272,0.036606915,fx-o
Brother_Kele,1,0.0,1.0,0.80072516,0.18576604,m-m
BuckFitches,1,0.0,1.0,0.94140303,0.015173939,fx-o
CNDSD,1,0.0,1.0,0.41814846,0.33903325,ss-u
CRTea,1,0.0,1.0,0.54159606,0.006446534,fx-h
CannibalEdgy,1,0.0,1.0,0.82216245,0.011202239,sp-c
CarolinaFarias,1,0.0,1.0,0.9425788,0.008419562,fx-h
CarsonFenech,1,0.0,0.0,0.42789188,0.40066633,ss-i
Caspar23828,1,0.0,0.0,0.95941305,0.010406139,fx-h
CesarthePro194,1,0.0,1.0,0.92389995,0.002594193,fx-el
Chikenfngrs,1,0.0,1.0,0.6603196,0.01434609,m-sp
ChrisReierson,1,0.0,1.0,0.61639774,0.107458904,sp-c
ChristianSW,1,0.0,0.0,0.6865277,0.3096708,ss-n
ClaudeLeBelge,1,0.0,0.0,0.41287875,0.0091048,m-si
CombatGlitchoWombat2012,1,0.0,1.0,0.67199814,0.2384371,m-m
Concord4,1,0.0,0.0,0.6535962,0.006008004,ss-s
CoolGuy_3000,1,0.0,1.0,0.7184615,0.023072185,fx-h
Craftwork7496,1,0.0,0.0,0.43752775,0.24166338,fx-el
Dellcough,1,0.0,0.0,0.9908039,0.0027728355,sp-c
Didierja,1,0.0,1.0,0.60962975,0.24836287,fx-o
DmitryKutin0,1,0.0,0.0,0.3644095,0.23829043,fx-el
Dutch_Duke,1,0.0,0.0,0.44835544,0.38237026,fx-a
Ed_Haa,1,0.0,1.0,0.9709665,0.022294931,fx-o
EdanWasHere124,1,0.0,1.0,0.64496446,0.33908033,fx-o
ElSchorscho,1,0.0,0.0,0.5206083,0.003101602,fx-o
ElectricHert,1,0.0,0.0,0.96820575,0.029158333,fx-a
ElenZack,1,0.0,0.0,0.9342759,0.0453502,ss-n
EliasArtista,1,0.0,0.0,0.5373111,0.04482294,ss-i
Elth2010,1,0.0,1.0,0.7031409,0.002977949,fx-m
EvanSki,1,0.0,1.0,0.7815361,0.19048265,fx-el
FRDaRealdeal,1,0.0,1.0,0.76077604,0.053219937,fx-v
Fania_Katz,1,0.0,0.0,0.7267751,0.013024124,ss-n
FeBeZo,1,0.0,0.0,0.7267481,0.19090512,fx-el
Felipezz,1,0.0,0.0,0.9565643,0.0041334936,fx-n
Filmsounduser,1,0.0,1.0,0.5288821,0.08669013,fx-h
Filo1995,1,0.0,1.0,0.6979172,0.058122285,sp-s
Firsttip,1,0.0,0.0,0.27191737,0.018017974,ss-i
Frank_Woods,1,0.0,1.0,0.6878074,0.0019100516,fx-n
Gerhun,1,0.0,0.0,0.9755249,0.0011756953,ss-u
Gigideng,1,0.0,0.0,0.7476644,0.0016986713,fx-n
Giode_,1,0.0,1.0,0.6426736,0.3368631,fx-o
GlassOfOrange,1,0.0,0.0,0.7299141,0.09966123,m-si
Gooblet243,1,0.0,0.0,0.98019266,0.015002767,is-p
Greenostrich27,1,0.0,0.0,0.7581365,0.0027429145,sp-s
HMTSCCSound,1,0.0,1.0,0.9005044,0.00085939385,fx-m
HUKO,1,0.0,0.0,0.5119134,0.09269826,is-e
Hammer_Hörspielschmiede,1,0.0,0.0,0.9579654,0.0004920486,ss-i
Hamzidigital,1,0.0,1.0,0.95794904,0.034736928,fx-o
Harel17,1,0.0,0.0,0.98580533,0.0027817436,sp-s
Harry_WangTianheng,1,0.0,1.0,0.5323126,0.0028087765,ss-u
HavocOsiris,1,0.0,0.0,0.5896087,0.023112712,ss-s
HotDJDrops,1,0.0,1.0,0.51093227,0.34216774,sp-s
HowesenbergFilms,1,0.0,1.0,0.55023336,0.05726571,fx-a
IDeadIFoxI,1,0.0,1.0,0.5606222,0.22865334,is-p
ILOVEMCDONALDS1234,1,0.0,1.0,0.6451593,0.06087295,fx-el
IVAN DRAGONAVITCH,1,0.0,0.0,0.3857292,0.10631023,m-m
Iamnotthe1,1,0.0,1.0,0.66344756,0.1445181,fx-h
InfamousLazure,1,0.0,0.0,0.22854611,0.12397323,fx-el
IronWillTurtle,1,0.0,0.0,0.6177921,0.34127784,fx-h
ItsThatRoboGuy,1,0.0,1.0,0.545555,0.0005768881,fx-m
JHazen,1,0.0,0.0,0.6948409,0.29728577,ss-n
JNewhook99,1,0.0,0.0,0.94783914,0.048636653,ss-n
JSK_Productions,1,0.0,1.0,0.4358304,0.054880183,fx-m
JUrbina302,1,0.0,0.0,0.8156044,0.124174654,ss-i
Jack_I_E,1,0.0,1.0,0.79368746,0.007458867,m-sp
JackwaldOfficial,1,0.0,1.0,0.55448157,0.2296439,ss-u
JamesNewman39,1,0.0,0.0,0.55835354,0.011995361,sp-s
Jaokh,1,0.0,0.0,0.8432992,0.10716478,ss-n
JaqueWhite,1,0.0,1.0,0.3659746,0.15801997,fx-o
Jean_Filho,1,0.0,1.0,0.36442026,0.112786725,fx-ex
JoaoR77,1,0.0,0.0,0.49727973,0.48706803,ss-n
Johnny_Stamos4,1,0.0,1.0,0.6986707,0.10174085,fx-o
Jonathan_Valdes,1,0.0,0.0,0.9753545,0.018889064,ss-n
Julien_Matthey,1,0.0,1.0,0.26714784,0.05050665,ss-i
JunkieMoon,1,0.0,1.0,0.48587003,0.27605098,fx-o
Kanteich,1,0.0,0.0,0.26049232,0.15644546,fx-el
KeshaFilm,1,0.0,1.0,0.55506766,0.39154673,fx-m
Kirsty_Zh,1,0.0,0.0,0.3052793,0.03200047,ss-s
Kolya_Petunin,1,0.0,1.0,0.97206706,0.021471824,fx-o
Kookie_Child773,1,0.0,0.0,0.99443513,0.0001751693,ss-i
KudoShimon,1,0.0,1.0,0.9494109,0.027182048,fx-h
LadyImperatrix,1,0.0,1.0,0.5101998,0.3245871,sp-s
Lakkamira,1,0.0,0.0,0.41172352,0.031399243,sp-s
Lampe2020,1,0.0,0.0,0.9939583,0.00018803217,ss-i
Legacy_of_Sound,1,0.0,0.0,0.23334844,0.06852256,is-e
Lerevi,1,0.0,0.0,0.38389862,0.20744252,ss-i
Lloyd16,1,0.0,1.0,0.827697,0.089104846,fx-el
Lorettazh_0729,1,0.0,0.0,0.38854405,0.1396375,fx-n
Lukaszzz123,1,0.0,1.0,0.6357971,0.34652746,m-si
MLVF2020,1,0.0,1.0,0.95378476,0.037164398,fx-o
MMxMM,1,0.0,0.0,0.59594667,0.012056934,ss-s
MST_Creator_Dev,1,0.0,0.0,0.7851839,0.0014493847,sp-s
Magnusmontanus,1,0.0,0.0,0.4997262,0.01190027,ss-i
Malcolm_Wilson_Multimedia,1,0.0,1.0,0.32725888,0.13993526,ss-i
MalikArsYasakani,1,0.0,1.0,0.5411016,0.43598953,fx-el
Maniac04,1,0.0,0.0,0.72449416,0.25553784,ss-u
Manuel291998,1,0.0,1.0,0.9462162,0.034403987,fx-h
MarcoCasadAlva,1,0.0,0.0,0.602475,0.07496153,ss-u
Marion_off,1,0.0,1.0,0.31890076,0.170749,ss-i
Maryo23,1,0.0,0.0,0.9587833,0.03605231,ss-n
MassiT,1,0.0,0.0,0.70984143,0.15773709,ss-u
Mathieu_Fontenille,1,0.0,0.0,0.83857024,0.0038723827,ss-u
MattUCSLZ,1,0.0,0.0,0.5928372,0.39372095,ss-n
Matthewisgrand,1,0.0,0.0,0.6383769,0.14934881,is-e
Matthias.Schröder,1,0.0,0.0,0.4928128,0.055439252,fx-m
MaxW_OfficialDev,1,0.0,1.0,0.6697369,0.10441482,is-s
Mixigodo,1,0.0,1.0,0.30752534,0.17390093,fx-a
MogTurtle,1,0.0,1.0,0.4292325,0.21892563,sp-s
Moneyblurprint,1,0.0,1.0,0.4958229,0.068389356,fx-el
MonkT,1,0.0,1.0,0.99322623,0.00017917971,m-si
Moss___6,1,0.0,1.0,0.69409955,0.10450269,fx-h
NLB_scratch,1,0.0,1.0,0.7208639,0.09186484,fx-h
NRsaw08,1,0.0,1.0,0.67569935,0.085848376,fx-o
Nakaduck,1,0.0,0.0,0.5600173,0.4291287,ss-n
Nehal.parab,1,0.0,0.0,0.96274984,0.033897568,ss-n
NoTomorrow12,1,0.0,1.0,0.54349315,0.4031683,fx-m
Nyomie,1,0.0,1.0,0.9967182,0.0006190719,fx-m
Obertmn,1,0.0,1.0,0.9518819,0.019527096,ss-n
OleTerbijn,1,0.0,0.0,0.79474884,0.05339713,ss-u
OptronTeamFilms,1,0.0,1.0,0.3154941,0.2250919,fx-el
Organuz,1,0.0,1.0,0.43824974,0.41448402,sp-s
PROpolisher,1,0.0,1.0,0.5630977,0.41709408,fx-o
Paddywack0,1,0.0,0.0,0.47335252,0.21902509,fx-n
Patricio_San,1,0.0,1.0,0.9497306,0.035470836,fx-o
Petermännchen,1,0.0,1.0,0.9934441,3.4695433e-05,fx-n
PinkLemonadeSound,1,0.0,0.0,0.8369206,0.018920975,fx-el
PixelProphecy,1,0.0,1.0,0.95948935,0.009134899,fx-o
Prauchi,1,0.0,0.0,0.9820322,0.0016393326,fx-n
ProConTech,1,0.0,0.0,0.667102,0.300462,ss-n
PseudoTOM,1,0.0,0.0,0.506736,0.48642355,fx-a
Purely_Green,1,0.0,1.0,0.708815,0.27242005,fx-m
QuFujiFler,1,0.0,0.0,0.8664238,0.11712718,ss-n
RafaelaTwisk,1,0.0,1.0,0.5422436,0.37928206,fx-v
RaindanceMaggie,1,0.0,0.0,0.5319835,0.06914958,sp-c
RandomRecord19,1,0.0,0.0,0.67242354,0.31906456,ss-n
Razu_Freesound,1,0.0,0.0,0.9558309,0.0027059747,sp-s
Redeam,1,0.0,0.0,0.33172792,0.014518896,fx-el
Right_Kidney,1,0.0,1.0,0.99672353,0.00032200548,fx-h
Rikerlvspicard,1,0.0,1.0,0.58722484,0.0069074268,sp-s
Rosebud777,1,0.0,0.0,0.29005235,0.21423402,ss-n
Roshiimi,1,0.0,1.0,0.7613725,0.15246184,fx-o
Ryan_Ouellette4706,1,0.0,0.0,0.64145803,0.011661796,fx-ex
SamsterBirdies,1,0.0,1.0,0.7573402,0.22475155,m-m
SaraPrincess988,1,0.0,0.0,0.59043086,0.00086930656,fx-el
Saraselva,1,0.0,0.0,0.5650755,0.4134639,ss-n
Sashmaster9000,1,0.0,0.0,0.7185005,0.0019198547,ss-i
Saturnity,1,0.0,0.0,0.60010535,0.38677388,ss-n
ScythicBlade,1,0.0,0.0,0.33856872,0.0018270926,m-m
Seelenrot,1,0.0,0.0,0.63169163,0.35988712,ss-n
SelectDetail57,1,0.0,0.0,0.37600532,0.29514617,fx-ex
SentientMattress,1,0.0,1.0,0.85105085,0.13598093,sp-s
Shemyaza,1,0.0,0.0,0.45260596,0.02330303,fx-el
SilviaPlm,1,0.0,1.0,0.36378056,0.16451606,ss-u
Simonus18,1,0.0,1.0,0.74385196,0.0017139154,fx-a
Simonwh123,1,0.0,0.0,0.8683961,0.027971957,m-si
SirSlab,1,0.0,1.0,0.929252,0.04461643,fx-h
SiriusParsec,1,0.0,0.0,0.23418096,0.122476235,ss-u
Skyrite,1,0.0,1.0,0.41942447,0.0021902302,fx-v
SonnySoundOfTaiwan,1,0.0,0.0,0.33122116,0.22871895,ss-u
Sophia_C,1,0.0,1.0,0.56765044,0.31407413,m-si
Sorthen,1,0.0,0.0,0.33913937,0.24275038,fx-ex
